S.no,Application_Name,Customer_Initiated_Transactions_Volume_Mn,Customer_Initiated_Transactions_Value_Cr,B2C_Transactions_Volume_Mn,B2C_Transactions_Value_Cr,B2B_Transactions_Volume_Mn,B2B_Transactions_Value_Cr,Total_Volume_Mn,Total_Value_Cr,Year,Month
1441,IDFC Bank Apps,5.26,1312.45,0.0,0.0,0.0,0.01,5.26,1312.46,2023,oct
1442,India Post Payments Bank Apps,5.54,464.95,0.0,0.0,0.0,0.0,5.54,464.95,2023,oct
1443,Indian Bank Apps,0.36,90.37,0.0,0.0,0.0,20.56,0.36,110.93,2023,oct
1444,Indian Overseas Bank Apps,0.09,23.85,0.0,0.0,0.0,0.0,0.09,23.85,2023,oct
1445,IndusInd Bank Apps,1.07,217.98,0.0,0.0,0.0,0.0,1.07,217.98,2023,oct
1446,Jammu and Kashmir Bank Apps,0.01,3.39,0.0,0.0,0.0,0.0,0.01,3.39,2023,oct
1447,Jio Payments Bank Apps,1.35,112.84,0.0,0.0,0.0,0.0,1.35,112.84,2023,oct
1448,Jupiter,4.45,571.06,0.0,0.0,0.0,0.0,4.45,571.06,2023,oct
1449,Karnataka Bank Apps,0.69,138.58,0.0,0.0,0.0,0.0,0.69,138.58,2023,oct
1450,Karur Vysya Bank Apps,0.04,16.95,0.0,0.0,0.0,0.0,0.04,16.95,2023,oct
1451,Kotak Mahindra Bank Apps,23.83,4205.76,0.0,0.0,0.0,0.0,23.83,4205.77,2023,oct
1452,MakeMyTrip,0.04,21.47,0.0,0.0,0.0,0.0,0.04,21.47,2023,oct
1453,Mobikwik,4.43,1378.88,0.0,0.0,0.0,0.0,4.43,1378.88,2023,oct
1454,Mobikwik PPI,0.02,2.15,0.0,0.0,0.0,0.0,0.02,2.15,2023,oct
1455,Navi,0.53,33.92,0.0,0.0,0.0,0.0,0.53,33.92,2023,oct
1456,NSDL Payments Bank Apps,0.04,5.79,0.0,0.0,0.0,0.0,0.04,5.79,2023,oct
1457,Omnicard PPI,1.2,45.9,0.0,0.0,0.0,0.0,1.2,45.9,2023,oct
1458,Paytm Payments Bank App,1417.81,167819.3,3.36,6.88,0.74,1244.89,1544.41,192974.8,2023,oct
1459,PhonePe,5337.96,838371.7,0.0,0.0,0.0,0.0,5337.96,838371.7,2023,oct
1460,Punjab National Bank Apps,0.99,211.45,0.0,0.0,0.0,0.0,0.99,211.45,2023,oct
1461,Punjab Sind Bank Apps,0.03,12.94,0.0,0.0,0.0,0.0,0.03,12.94,2023,oct
1462,RBL Bank Apps,1.87,642.63,0.0,0.02,0.27,16.09,2.14,658.74,2023,oct
1463,Samsung Pay,6.17,562.28,0.0,0.0,0.0,0.0,6.17,562.28,2023,oct
1464,Shriram One,0.15,9.43,0.0,0.0,0.0,0.0,0.15,9.43,2023,oct
1465,slice,1.33,340.4,0.0,0.0,0.0,0.0,1.33,340.4,2023,oct
1466,slice PPI,0.33,18.41,0.0,0.0,0.0,0.0,0.33,18.41,2023,oct
1467,South Indian Bank Apps,0.22,69.36,0.0,0.0,0.0,0.0,0.22,69.36,2023,oct
1468,Standard Chartered Bank Apps,4.41,240.59,0.0,0.0,2.61,1462.0,7.02,1702.59,2023,oct
1469,State Bank of India Apps,5.51,2185.45,0.0,0.0,0.02,0.6,5.53,2186.05,2023,oct
1470,Tamilnad Mercantile Bank Apps,0.1,29.14,0.0,0.0,0.0,0.0,0.1,29.14,2023,oct
1471,TataNeu,0.09,14.51,0.0,0.0,0.0,0.0,0.09,14.51,2023,oct
1472,UCO Bank Apps,0.28,85.33,0.0,0.0,0.0,0.0,0.28,85.33,2023,oct
1473,Ultracash,0.09,5.6,0.0,0.0,0.0,0.0,0.09,5.6,2023,oct
1474,Union Bank Apps,0.89,360.41,0.0,0.0,0.0,0.0,0.89,360.42,2023,oct
1475,Utkarsh Small Finance Bank Apps,0.02,7.44,0.0,0.0,0.0,0.0,0.02,7.44,2023,oct
1476,WhatsApp,22.72,1903.1,0.0,0.0,0.0,0.0,22.72,1903.1,2023,oct
1477,Yes Bank Apps,27.97,11183.85,0.0,0.0,0.3,75.25,28.27,11259.1,2023,oct
1478,Others,0.06,14.29,0.0,0.0,0.0,0.0,0.06,14.29,2023,oct
1479,PhonePe,5281.68,854939.06,0.0,0.0,0.0,0.0,5281.68,854939.06,2023,nov
1480,Google Pay,4099.08,599748.64,0.0,0.0,0.0,0.0,4099.08,599748.64,2023,nov
1481,Paytm Payments Bank App,1360.45,166257.62,4.68,8.0,0.73,1314.75,1479.47,191150.29,2023,nov
1482,Cred,93.31,34541.32,0.0,0.0,0.0,0.0,93.31,34541.32,2023,nov
1483,Axis Bank Apps,11.52,2305.08,54.43,1453.3,0.07,7.27,66.02,3765.68,2023,nov
1484,Amazon Pay,48.62,5737.75,0.0,0.0,0.0,0.0,48.62,5737.75,2023,nov
1485,ICICI Bank Apps,27.41,11134.92,4.79,456.4,8.55,12088.53,40.75,23679.82,2023,nov
1486,Fampay,28.43,336.92,0.0,0.0,0.0,0.0,28.43,336.92,2023,nov
1487,Yes Bank Apps,25.77,11004.32,0.0,0.0,0.28,66.93,26.06,11071.25,2023,nov
1488,Kotak Mahindra Bank Apps,23.88,4341.61,0.0,0.0,0.0,0.0,23.88,4341.61,2023,nov
1489,BHIM,23.49,7957.46,0.0,0.0,0.0,0.0,23.49,7957.46,2023,nov
1490,WhatsApp,22.29,1917.47,0.0,0.0,0.0,0.0,22.29,1917.47,2023,nov
1491,HDFC Bank Apps,20.68,5511.35,0.0,0.0,0.0,0.0,20.68,5511.35,2023,nov
1492,Bajaj Finserv,15.95,2406.06,0.0,0.0,0.0,0.0,15.95,2406.06,2023,nov
1493,Airtel Payments Bank Apps,11.06,795.35,0.0,0.0,0.0,0.0,11.34,827.06,2023,nov
1494,Samsung Pay,5.84,557.36,0.0,0.0,0.0,0.0,5.84,557.36,2023,nov
1495,Federal Bank Apps,5.51,698.05,0.0,0.0,0.0,0.01,5.51,698.06,2023,nov
1496,State Bank of India Apps,5.36,2162.43,0.0,0.0,0.02,0.66,5.38,2163.09,2023,nov
1497,India Post Payments Bank Apps,5.27,532.66,0.0,0.0,0.0,0.0,5.27,532.66,2023,nov
1498,IDFC Bank Apps,4.96,1306.91,0.0,0.0,0.0,0.0,4.96,1306.91,2023,nov
1499,Groww,4.59,2528.81,0.0,0.0,0.0,0.0,4.59,2528.81,2023,nov
1500,Mobikwik,4.52,1467.04,0.0,0.0,0.0,0.0,4.52,1467.04,2023,nov
1501,Standard Chartered Bank Apps,3.82,262.18,0.0,0.0,0.57,244.75,4.39,506.93,2023,nov
1502,Jupiter,4.29,577.81,0.0,0.0,0.0,0.0,4.29,577.81,2023,nov
1503,Deutsche Bank Apps,3.26,268.83,0.0,0.0,0.0,0.02,3.26,268.85,2023,nov
1504,Canara Bank Apps,2.29,667.04,0.0,0.0,0.0,0.0,2.29,667.04,2023,nov
1505,RBL Bank Apps,1.85,621.67,0.0,0.0,0.37,18.3,2.23,639.97,2023,nov
1506,slice,1.58,359.47,0.0,0.0,0.0,0.0,1.58,359.47,2023,nov
1507,Jio Payments Bank Apps,1.26,117.05,0.0,0.0,0.0,0.0,1.26,117.05,2023,nov
1508,Omnicard,1.09,37.85,0.0,0.0,0.0,0.0,1.09,37.85,2023,nov
1509,Punjab National Bank Apps,1.04,214.29,0.0,0.0,0.0,0.0,1.04,214.29,2023,nov
1510,Union Bank Apps,0.95,376.07,0.0,0.0,0.0,0.0,0.95,376.07,2023,nov
1511,Bank of Baroda Apps,0.95,412.54,0.0,0.0,0.0,7.13,0.95,419.67,2023,nov
1512,IndusInd Bank Apps,0.9,193.07,0.0,0.0,0.0,0.0,0.9,193.07,2023,nov
1513,GoKiwi,0.76,93.99,0.0,0.0,0.0,0.0,0.76,93.99,2023,nov
1514,SLICE,0.69,27.42,0.0,0.0,0.0,0.0,0.69,27.42,2023,nov
1515,Karnataka Bank Apps,0.68,138.91,0.0,0.0,0.0,0.01,0.68,138.92,2023,nov
1516,AU Small Finance Bank Apps,0.66,239.22,0.0,0.0,0.0,0.0,0.66,239.22,2023,nov
1517,Navi,0.6,37.44,0.0,0.0,0.0,0.0,0.6,37.44,2023,nov
1518,DBS Digibank Apps,0.52,196.26,0.0,0.0,0.0,0.61,0.52,196.87,2023,nov
1519,Central Bank of India Apps,0.51,117.17,0.0,0.0,0.0,0.27,0.51,117.44,2023,nov
1520,Indian Bank Apps,0.36,89.84,0.0,0.0,0.0,4.1,0.36,93.94,2023,nov
1521,Fino Payments bank Apps,0.27,25.0,0.0,0.0,0.0,0.0,0.27,25.0,2023,nov
1522,UCO Bank Apps,0.26,81.93,0.0,0.0,0.0,0.0,0.26,81.93,2023,nov
1523,Bajaj Pay Wallet,0.26,62.02,0.0,0.0,0.0,0.0,0.26,62.02,2023,nov
1524,South Indian Bank Apps,0.25,74.07,0.0,0.0,0.0,0.0,0.25,74.07,2023,nov
1525,Bank of India Apps,0.24,88.76,0.0,0.0,0.0,0.0,0.24,88.76,2023,nov
1526,HSBC Bank Apps,0.18,110.45,0.0,0.1,0.0,0.0,0.18,110.56,2023,nov
1527,INDIE - Indus Ind,0.16,30.77,0.0,0.0,0.0,0.0,0.16,30.77,2023,nov
1528,Tamilnad Mercantile Bank Apps,0.1,29.13,0.0,0.0,0.0,0.0,0.1,29.13,2023,nov
1529,Indian Overseas Bank Apps,0.09,24.83,0.0,0.0,0.0,0.0,0.09,24.83,2023,nov
1530,Fave,0.09,8.29,0.0,0.0,0.0,0.0,0.09,8.29,2023,nov
1531,Shriram One,0.09,10.06,0.0,0.0,0.0,0.0,0.09,10.06,2023,nov
1532,Ultracash,0.08,5.5,0.0,0.0,0.0,0.0,0.08,5.5,2023,nov
1533,TataNeu,0.08,11.36,0.0,0.0,0.0,0.0,0.08,11.36,2023,nov
1534,City Union Bank Apps,0.07,22.07,0.0,0.0,0.0,0.0,0.07,22.07,2023,nov
1535,IDBI Bank Apps,0.07,35.22,0.0,0.0,0.0,0.0,0.07,35.22,2023,nov
1536,Citi Bank Apps,0.07,60.24,0.0,0.0,0.0,0.0,0.07,60.24,2023,nov
1537,Mobikwik,0.06,8.71,0.0,0.0,0.0,0.0,0.06,8.71,2023,nov
1538,DIGIKHATA,0.05,20.12,0.0,0.0,0.0,0.0,0.05,20.12,2023,nov
1539,Bank of Maharashtra Apps,0.04,8.79,0.0,0.0,0.0,0.0,0.04,8.79,2023,nov
1540,MakeMyTrip,0.04,22.58,0.0,0.0,0.0,0.0,0.04,22.58,2023,nov
1541,Karur Vysya Bank Apps,0.04,14.83,0.0,0.0,0.0,0.0,0.04,14.83,2023,nov
1542,Timepay,0.04,1.2,0.0,0.0,0.0,0.0,0.04,1.2,2023,nov
1543,NSDL Payments Bank Apps,0.03,5.89,0.0,0.0,0.0,0.0,0.03,5.89,2023,nov
1544,Equitas Small Finance Bank Apps,0.03,19.96,0.0,0.0,0.0,0.0,0.03,19.96,2023,nov
1545,Punjab Sind Bank Apps,0.03,14.19,0.0,0.0,0.0,0.0,0.03,14.19,2023,nov
1546,Allahabad Bank Apps,0.03,6.93,0.0,0.0,0.0,0.0,0.03,6.93,2023,nov
1547,CBDC Apps,0.2,8.49,0.0,0.0,0.01,0.46,0.22,8.95,2023,nov
1548,Others,0.11,26.81,0.0,0.0,0.0,0.0,0.11,26.81,2023,nov
1549,PhonePe,5642.66,901006.65,0.0,0.0,0.0,0.0,5642.66,901006.65,2023,dec
1550,Google Pay,4375.29,629285.36,0.0,0.0,0.0,0.0,4375.29,629285.36,2023,dec
1551,Paytm Payments Bank App,1442.58,165694.96,4.38,8.39,0.75,1342.34,1573.61,191555.71,2023,dec
1552,Cred,105.31,37293.27,0.0,0.0,0.0,0.0,105.31,37293.27,2023,dec
1553,Axis Bank Apps,13.29,2657.21,73.58,3439.12,0.03,3.68,86.9,6100.01,2023,dec
1554,Amazon Pay,54.16,5982.84,0.0,0.0,0.0,0.0,54.16,5982.84,2023,dec
1555,ICICI Bank Apps,28.73,11167.31,4.46,534.86,6.9,9182.39,40.09,20884.56,2023,dec
1556,Fampay,34.23,392.53,0.0,0.0,0.0,0.0,34.23,392.53,2023,dec
1557,Yes Bank Apps,27.99,12305.58,0.0,0.0,0.37,63.28,28.37,12368.87,2023,dec
1558,Kotak Mahindra Bank Apps,26.36,4738.2,0.0,0.0,0.0,0.0,26.36,4738.2,2023,dec
1559,WhatsApp,25.25,2113.01,0.0,0.0,0.0,0.0,25.25,2113.01,2023,dec
1560,BHIM,24.3,8431.47,0.0,0.0,0.0,0.0,24.3,8431.47,2023,dec
1561,HDFC Bank Apps,23.68,6095.52,0.0,0.0,0.0,0.03,23.68,6095.54,2023,dec
1562,Bajaj Finserv,18.08,2580.43,0.0,0.0,0.0,0.0,18.08,2580.43,2023,dec
1563,Airtel Payments Bank Apps,12.26,851.64,0.0,0.0,0.0,0.0,12.54,883.36,2023,dec
1564,Groww,6.58,4039.81,0.0,0.0,0.0,0.0,6.58,4039.81,2023,dec
1565,State Bank of India Apps,6.13,2362.05,0.0,0.0,0.03,0.85,6.16,2362.9,2023,dec
1566,Samsung Pay,6.08,557.26,0.0,0.0,0.0,0.0,6.08,557.26,2023,dec
1567,Federal Bank Apps,5.95,745.4,0.0,0.0,0.0,0.01,5.95,745.41,2023,dec
1568,IDFC Bank Apps,5.24,1306.5,0.0,0.0,0.0,0.0,5.24,1306.5,2023,dec
1569,Mobikwik,4.95,1580.3,0.0,0.0,0.0,0.0,4.95,1580.3,2023,dec
1570,India Post Payments Bank Apps,4.87,454.5,0.0,0.0,0.0,0.0,4.87,454.5,2023,dec
1571,Jupiter,4.86,656.67,0.0,0.0,0.0,0.0,4.86,656.67,2023,dec
1572,Deutsche Bank Apps,3.71,223.34,0.0,0.0,0.0,0.03,3.71,223.36,2023,dec
1573,Standard Chartered Bank Apps,3.17,249.27,0.0,0.0,0.47,157.36,3.63,406.63,2023,dec
1574,Canara Bank Apps,2.55,719.5,0.0,0.0,0.0,0.0,2.55,719.5,2023,dec
1575,RBL Bank Apps,1.93,697.43,0.0,0.01,0.21,55.79,2.14,753.23,2023,dec
1576,slice,1.96,403.07,0.0,0.0,0.0,0.0,1.96,403.07,2023,dec
1577,Jio Payments Bank Apps,1.35,125.06,0.0,0.0,0.0,0.0,1.35,125.06,2023,dec
1578,Punjab National Bank Apps,1.26,276.47,0.0,0.0,0.0,0.0,1.26,276.47,2023,dec
1579,Omnicard,1.16,36.26,0.0,0.0,0.0,0.0,1.16,36.26,2023,dec
1580,Bank of Baroda Apps,1.05,453.4,0.0,0.0,0.0,10.68,1.05,464.08,2023,dec
1581,IndusInd Bank Apps,1.05,203.58,0.0,0.0,0.0,0.0,1.05,203.58,2023,dec
1582,Union Bank Apps,1.02,405.74,0.0,0.0,0.0,0.0,1.02,405.74,2023,dec
1583,SLICE,0.95,32.65,0.0,0.0,0.0,0.0,0.95,32.65,2023,dec
1584,DBS Digibank Apps,0.78,245.47,0.0,0.0,0.0,1.47,0.79,246.94,2023,dec
1585,GoKiwi,0.77,104.27,0.0,0.0,0.0,0.0,0.77,104.27,2023,dec
1586,Karnataka Bank Apps,0.72,144.87,0.0,0.0,0.0,0.01,0.72,144.89,2023,dec
1587,Navi,0.69,43.86,0.0,0.0,0.0,0.0,0.69,43.86,2023,dec
1588,AU Small Finance Bank Apps,0.68,252.89,0.0,0.0,0.0,0.0,0.68,252.89,2023,dec
1589,Central Bank of India Apps,0.58,136.84,0.0,0.0,0.0,0.0,0.58,136.84,2023,dec
1590,Indian Bank Apps,0.4,98.27,0.0,0.0,0.0,8.79,0.4,107.06,2023,dec
1591,Shriram One,0.33,19.47,0.0,0.0,0.0,0.0,0.33,19.47,2023,dec
1592,Bajaj Pay Wallet,0.32,72.38,0.0,0.0,0.0,0.0,0.32,72.38,2023,dec
1593,South Indian Bank Apps,0.3,86.96,0.0,0.0,0.0,0.0,0.3,86.96,2023,dec
1594,Bank of India Apps,0.29,103.82,0.0,0.0,0.0,0.0,0.29,103.82,2023,dec
1595,UCO Bank Apps,0.29,94.81,0.0,0.0,0.0,0.0,0.29,94.81,2023,dec
1596,Mobikwik,0.28,38.53,0.0,0.0,0.0,0.0,0.28,38.53,2023,dec
1597,Fino Payments bank Apps,0.27,26.7,0.0,0.0,0.0,0.0,0.27,26.7,2023,dec
1598,INDIE - Indus Ind,0.2,35.32,0.0,0.0,0.0,0.0,0.2,35.32,2023,dec
1599,HSBC Bank Apps,0.2,123.63,0.0,0.08,0.0,0.0,0.2,123.7,2023,dec
1600,Tamilnad Mercantile Bank Apps,0.11,31.47,0.0,0.0,0.0,0.0,0.11,31.47,2023,dec
1601,Indian Overseas Bank Apps,0.11,27.85,0.0,0.0,0.0,0.0,0.11,27.85,2023,dec
1602,Ultracash,0.08,5.06,0.0,0.0,0.0,0.0,0.08,5.06,2023,dec
1603,TataNeu,0.08,10.49,0.0,0.0,0.0,0.0,0.08,10.49,2023,dec
1604,IDBI Bank Apps,0.07,38.61,0.0,0.0,0.0,0.0,0.07,38.61,2023,dec
1605,City Union Bank Apps,0.07,22.76,0.0,0.0,0.0,0.0,0.07,22.76,2023,dec
1606,DIGIKHATA,0.07,25.8,0.0,0.0,0.0,0.0,0.07,25.8,2023,dec
1607,PAYTMWALLET,0.07,4.53,0.0,0.0,0.0,0.0,0.07,4.53,2023,dec
1608,Citi Bank Apps,0.07,70.44,0.0,0.0,0.0,0.0,0.07,70.44,2023,dec
1609,Fave,0.06,4.28,0.0,0.0,0.0,0.0,0.06,4.28,2023,dec
1610,FIFEDERAL,0.05,7.12,0.0,0.0,0.0,0.0,0.05,7.12,2023,dec
1611,Bank of Maharashtra Apps,0.04,8.1,0.0,0.0,0.0,0.0,0.04,8.1,2023,dec
1612,MakeMyTrip,0.04,22.2,0.0,0.0,0.0,0.0,0.04,22.2,2023,dec
1613,NSDL Payments Bank Apps,0.04,6.36,0.0,0.0,0.0,0.0,0.04,6.36,2023,dec
1614,Karur Vysya Bank Apps,0.04,13.69,0.0,0.0,0.0,0.0,0.04,13.69,2023,dec
1615,Equitas Small Finance Bank Apps,0.03,21.86,0.0,0.0,0.0,0.0,0.03,21.86,2023,dec
1616,Allahabad Bank Apps,0.03,7.01,0.0,0.0,0.0,0.0,0.03,7.01,2023,dec
1617,DHANI,0.03,2.01,0.0,0.0,0.0,0.0,0.03,2.01,2023,dec
1618,CBDC Apps,0.72,25.12,0.0,0.0,0.05,0.8,0.77,25.91,2023,dec
1619,Other,0.12,38.33,0.0,0.0,0.0,0.0,0.12,38.33,2023,dec
1620,PhonePe,5734.54,906793.76,0.0,0.0,0.0,0.0,5734.54,906793.76,2024,jan
1621,Google Pay,4442.86,635945.58,0.0,0.0,0.0,0.0,4442.86,635945.58,2024,jan
1622,Paytm Payments Bank App,1442.41,164333.33,3.98,8.32,0.72,1291.06,1569.63,192614.74,2024,jan
1623,Cred,108.86,38229.82,0.0,0.0,0.0,0.0,108.86,38229.82,2024,jan
1624,Axis Bank Apps,13.31,2775.63,66.84,2943.22,0.02,2.72,80.17,5721.57,2024,jan
1625,Amazon Pay,59.48,6288.95,0.0,0.0,0.0,0.0,59.48,6288.95,2024,jan
1626,ICICI Bank Apps,28.93,12995.05,4.68,527.09,7.01,10593.84,40.62,24115.98,2024,jan
1627,FAM,36.62,418.33,0.0,0.0,0.0,0.0,36.62,418.33,2024,jan
1628,HDFC Bank Apps,25.05,5458.04,5.92,17.83,0.0,0.08,30.98,5475.95,2024,jan
1629,BHIM,29.98,8778.61,0.0,0.0,0.0,0.0,29.98,8778.61,2024,jan
1630,Kotak Mahindra Bank Apps,28.24,4981.01,0.0,0.0,0.0,0.0,28.24,4981.01,2024,jan
1631,WhatsApp,26.08,2132.83,0.0,0.0,0.0,0.0,26.08,2132.83,2024,jan
1632,Yes Bank Apps,23.01,11585.54,0.0,0.0,0.27,33.23,23.28,11618.77,2024,jan
1633,Bajaj Finserv,19.87,2737.66,0.0,0.0,0.0,0.0,19.87,2737.66,2024,jan
1634,Airtel Payments Bank Apps,13.24,902.32,0.0,0.0,0.0,0.08,13.24,902.43,2024,jan
1635,Groww,9.41,6540.35,0.0,0.0,0.0,0.0,9.41,6540.35,2024,jan
1636,State Bank of India Apps,6.1,2425.87,0.0,0.0,0.03,0.87,6.13,2426.73,2024,jan
1637,Samsung Pay,5.73,518.32,0.0,0.0,0.0,0.0,5.73,518.32,2024,jan
1638,IDFC Bank Apps,5.47,1448.5,0.0,0.0,0.0,0.0,5.47,1448.5,2024,jan
1639,Federal Bank Apps,5.33,674.05,0.0,0.0,0.0,0.0,5.33,674.05,2024,jan
1640,Mobikwik,5.19,1625.48,0.0,0.0,0.0,0.0,5.19,1625.48,2024,jan
1641,Jupiter,4.97,665.54,0.0,0.0,0.0,0.0,4.97,665.54,2024,jan
1642,India Post Payments Bank Apps,4.69,461.95,0.0,0.0,0.0,0.0,4.69,461.95,2024,jan
1643,Deutsche Bank Apps,3.89,294.6,0.0,0.0,0.0,0.03,3.89,294.63,2024,jan
1644,Standard Chartered Bank Apps,2.61,195.77,0.0,0.0,1.07,550.69,3.68,746.46,2024,jan
1645,RBL Bank Apps,3.15,739.53,0.0,0.03,0.2,46.97,3.35,786.52,2024,jan
1646,Canara Bank Apps,2.62,758.31,0.0,0.0,0.0,0.0,2.62,758.31,2024,jan
1647,slice,2.01,407.98,0.0,0.0,0.0,0.0,2.01,407.98,2024,jan
1648,Jio Payments Bank Apps,1.51,137.62,0.0,0.0,0.0,0.0,1.51,137.62,2024,jan
1649,Punjab National Bank Apps,1.32,335.6,0.0,0.0,0.0,0.0,1.32,335.6,2024,jan
1650,Indian Bank Apps,1.29,311.48,0.0,0.0,0.0,10.91,1.29,322.39,2024,jan
1651,SLICE,1.26,41.97,0.0,0.0,0.0,0.0,1.26,41.97,2024,jan
1652,Omnicard,1.15,37.16,0.0,0.0,0.0,0.0,1.15,37.16,2024,jan
1653,Bank of Baroda Apps,1.14,505.93,0.0,0.0,0.0,10.66,1.14,516.58,2024,jan
1654,Union Bank Apps,1.11,451.7,0.0,0.0,0.0,0.0,1.11,451.7,2024,jan
1655,Navi,0.96,54.5,0.0,0.0,0.0,0.0,0.96,54.5,2024,jan
1656,Gokiwi,0.74,105.76,0.0,0.0,0.0,0.0,0.74,105.76,2024,jan
1657,DBS Digibank Apps,0.7,252.85,0.0,0.0,0.0,1.8,0.7,254.66,2024,jan
1658,Karnataka Bank Apps,0.67,144.11,0.0,0.0,0.0,0.0,0.67,144.11,2024,jan
1659,AU Small Finance Bank Apps,0.66,259.49,0.0,0.0,0.0,0.0,0.66,259.49,2024,jan
1660,Central Bank of India Apps,0.63,150.41,0.0,0.0,0.0,0.0,0.63,150.41,2024,jan
1661,Shriram One,0.59,31.86,0.0,0.0,0.0,0.0,0.59,31.86,2024,jan
1662,FIFEDERAL,0.47,57.15,0.0,0.0,0.0,0.0,0.47,57.15,2024,jan
1663,BPAYWALLET,0.43,88.49,0.0,0.0,0.0,0.0,0.43,88.49,2024,jan
1664,MBK,0.39,57.77,0.0,0.0,0.0,0.0,0.39,57.77,2024,jan
1665,South Indian Bank Apps,0.33,105.23,0.0,0.0,0.0,0.0,0.33,105.23,2024,jan
1666,Bank of India Apps,0.29,108.18,0.0,0.0,0.0,0.0,0.29,108.18,2024,jan
1667,Fino Payments bank Apps,0.29,31.67,0.0,0.0,0.0,0.0,0.29,31.67,2024,jan
1668,INDIE - Indus Ind,0.25,42.84,0.0,0.0,0.0,0.0,0.25,42.84,2024,jan
1669,UCO Bank Apps,0.21,76.62,0.0,0.0,0.0,0.0,0.21,76.62,2024,jan
1670,HSBC Bank Apps,0.2,117.97,0.0,0.03,0.0,0.0,0.2,118.0,2024,jan
1671,Tamilnad Mercantile Bank Apps,0.12,32.85,0.0,0.0,0.0,0.0,0.12,32.85,2024,jan
1672,Indian Overseas Bank Apps,0.11,29.92,0.0,0.0,0.0,0.0,0.11,29.92,2024,jan
1673,Ultracash,0.08,5.95,0.0,0.0,0.0,0.0,0.08,5.95,2024,jan
1674,Citi Bank Apps,0.08,79.39,0.0,0.0,0.0,0.0,0.08,79.39,2024,jan
1675,Digikhata,0.08,30.34,0.0,0.0,0.0,0.0,0.08,30.34,2024,jan
1676,TataNeu,0.08,11.48,0.0,0.0,0.0,0.0,0.08,11.48,2024,jan
1677,City Union Bank Apps,0.08,25.49,0.0,0.0,0.0,0.0,0.08,25.49,2024,jan
1678,IDBI Bank Apps,0.08,42.31,0.0,0.0,0.0,0.0,0.08,42.31,2024,jan
1679,Jupiter Edge (LivQuick PPI),0.05,14.71,0.0,0.0,0.0,0.0,0.05,14.71,2024,jan
1680,Karur Vysya Bank Apps,0.04,15.23,0.0,0.0,0.0,0.0,0.04,15.23,2024,jan
1681,NSDL Payments Bank Apps,0.04,5.77,0.0,0.0,0.0,0.0,0.04,5.77,2024,jan
1682,Bank of Maharashtra Apps,0.04,8.06,0.0,0.0,0.0,0.0,0.04,8.06,2024,jan
1683,DHANI,0.04,2.71,0.0,0.0,0.0,0.0,0.04,2.71,2024,jan
1684,PAYTMWALLET,0.03,3.11,0.0,0.0,0.0,0.0,0.03,3.11,2024,jan
1685,MakeMyTrip,0.03,15.48,0.0,0.0,0.0,0.0,0.03,15.48,2024,jan
1686,Equitas Small Finance Bank Apps,0.03,23.19,0.0,0.0,0.0,0.0,0.03,23.19,2024,jan
1687,Timepay,0.03,0.33,0.0,0.0,0.0,0.0,0.03,0.33,2024,jan
1688,Allahabad Bank Apps,0.03,6.51,0.0,0.0,0.0,0.0,0.03,6.51,2024,jan
1689,Other Apps,0.13,31.46,0.0,0.0,0.0,0.0,0.13,31.46,2024,jan
1690,CBDC Apps,0.8,46.45,0.0,0.0,0.07,1.63,0.88,48.08,2024,jan
1691,Phonepe #,5760.01,915586.0,0.0,0.0,0.0,0.0,5760.01,915586.0,2024,feb
1692,Google Pay #,4461.29,637219.4,46.83,45.25,0.0,0.0,4508.12,637264.65,2024,feb
1693,Paytm #,1267.27,145305.47,0.17,0.09,0.55,971.93,1340.35,159569.47,2024,feb
1694,Cred #,111.53,38649.61,0.0,0.0,0.0,0.0,111.53,38649.61,2024,feb
1695,Amazon Pay #,59.71,6278.02,0.0,0.0,0.0,0.0,59.71,6278.02,2024,feb
1696,BHIM,56.16,9052.16,0.0,0.0,0.0,0.0,56.16,9052.16,2024,feb
1697,ICICI Bank Apps,28.95,10492.15,4.27,416.25,5.69,8779.07,38.92,19687.47,2024,feb
1698,FamPay by Trio #,37.89,432.81,0.0,0.0,0.0,0.0,37.89,432.81,2024,feb
1699,HDFC Bank Apps,13.51,4283.81,23.86,71.63,0.0,0.12,37.37,4355.55,2024,feb
1700,Kotak Mahindra Bank Apps,31.5,5127.03,0.0,0.0,0.0,0.0,31.5,5127.03,2024,feb
1701,Axis Bank Apps,10.08,2290.26,20.84,6427.2,0.01,1.77,30.93,8719.23,2024,feb
1702,Whatsapp #,26.76,2175.12,0.0,0.0,0.0,0.0,26.76,2175.12,2024,feb
1703,Yes Bank Apps,21.24,11308.74,0.0,0.0,0.33,36.07,21.57,11344.81,2024,feb
1704,Bajaj Finserv #,19.22,2984.7,0.0,0.0,0.0,0.0,19.22,2984.7,2024,feb
1705,Airtel Payments Bank Apps,14.06,1028.15,0.0,0.0,0.0,0.17,14.07,1028.35,2024,feb
1706,Mobikwik #,6.28,1793.84,0.0,0.0,0.0,0.0,6.28,1793.84,2024,feb
1707,SBI Bank Apps,6.17,2350.42,0.0,0.0,0.03,1.03,6.2,2351.46,2024,feb
1708,Groww #,5.78,3042.87,0.0,0.0,0.0,0.0,5.78,3042.87,2024,feb
1709,Federal Bank Apps,5.74,717.81,0.0,0.0,0.0,0.0,5.74,717.81,2024,feb
