S.no,Application_Name,Customer_Initiated_Transactions_Volume_Mn,Customer_Initiated_Transactions_Value_Cr,B2C_Transactions_Volume_Mn,B2C_Transactions_Value_Cr,B2B_Transactions_Volume_Mn,B2B_Transactions_Value_Cr,Total_Volume_Mn,Total_Value_Cr,Year,Month
2248,Punjab Sind Bank Apps,0.03,16.39,0.0,0.0,0.0,0.0,0.03,16.39,2024,sapt
2249,Equitas Small Finance Bank Apps,0.03,24.45,0.0,0.0,0.0,0.0,0.03,24.45,2024,sept
2250,Citi Bank Apps,0.03,1.76,0.0,0.0,0.0,0.17,0.03,1.93,2024,sapt
2251,Allahabad Bank Apps,0.02,5.54,0.0,0.0,0.0,0.0,0.02,5.54,2024,sapt
2252,Others,1.71,203.3,0.0,0.0,0.15,5.06,1.86,208.36,2024,sept
2253,PhonePe #,7905.54,1169290.03,0.0,0.0,0.0,0.0,7905.54,1169290.03,2024,oct
2254,Google Pay #,6201.81,849327.38,0.0,0.0,0.0,0.0,6201.81,849327.38,2024,oct
2255,Paytm (OCL) #,1165.01,129584.98,0.0,0.0,0.0,0.0,1165.01,129584.98,2024,oct
2256,Navi #,157.51,8841.9,0.0,0.0,0.0,0.0,157.51,8841.9,2024,oct
2257,Cred #,152.28,55202.12,0.0,0.0,0.0,0.0,152.28,55202.12,2024,oct
2258,Axis Bank Apps,21.97,4527.19,117.7,2300.48,0.01,1.86,139.68,6829.53,2024,oct
2259,Amazon Pay #,79.55,9205.72,0.0,0.0,0.0,0.0,79.55,9205.72,2024,oct
2260,FamApp by Trio #,69.9,825.19,0.0,0.0,0.0,0.0,69.9,825.19,2024,oct
2261,ICICI Bank Apps,54.77,20505.95,0.01,10.0,2.76,3171.01,57.54,23686.95,2024,oct
2262,Whatsapp #,55.07,4137.17,0.0,0.0,0.0,0.0,55.07,4137.17,2024,oct
2263,Kotak Mahindra Bank Apps,51.92,7565.22,0.0,0.0,0.0,0.0,51.92,7565.22,2024,oct
2264,super.money #,49.68,2167.86,0.0,0.0,0.0,0.0,49.68,2167.86,2024,oct
2265,HDFC Bank Apps,39.13,10426.92,0.27,0.39,0.01,0.67,39.41,10427.97,2024,oct
2266,Yes Bank Apps,36.37,10230.68,0.0,0.01,0.42,14.79,36.79,10245.47,2024,oct
2267,BHIM #,29.9,10170.6,0.0,0.0,0.0,0.0,29.9,10170.6,2024,oct
2268,Airtel Payments Bank Apps,20.03,1504.27,0.0,0.0,0.0,0.08,20.03,1504.36,2024,oct
2269,Mobikwik #,17.2,2995.42,0.0,0.0,0.0,0.0,17.2,2995.42,2024,oct
2270,Groww #,15.35,11862.09,0.0,0.0,0.0,0.0,15.35,11862.09,2024,oct
2271,Flipkart UPI #,14.62,825.95,0.0,0.0,0.0,0.0,14.62,825.95,2024,oct
2272,Slice #,12.19,907.37,0.0,0.0,0.0,0.0,12.19,907.37,2024,oct
2273,State Bank of India Apps,11.73,3527.88,0.0,0.0,0.0,0.0,11.73,3527.88,2024,oct
2274,Bajaj Finserv #,10.66,2330.26,0.0,0.0,0.0,0.0,10.66,2330.26,2024,oct
2275,India Post Payments Bank Apps,10.11,1507.56,0.0,0.0,0.0,0.0,10.11,1507.56,2024,oct
2276,IDFC Bank Apps,9.32,2162.46,0.0,0.0,0.0,0.39,9.33,2162.85,2024,oct
2277,Samsung Pay #,8.56,664.7,0.0,0.0,0.0,0.0,8.56,664.7,2024,oct
2278,Jupiter Money #,6.36,873.89,0.0,0.0,0.0,0.0,6.36,873.89,2024,oct
2279,Fi Money #,3.44,421.4,0.0,0.0,0.0,0.0,3.44,421.4,2024,oct
2280,Punjab National Bank Apps,3.31,785.24,0.0,0.0,0.0,0.0,3.31,785.24,2024,oct
2281,Canara Bank Apps,3.27,898.89,0.0,0.0,0.0,0.0,3.27,898.89,2024,oct
2282,Jio Payments Bank Apps,3.23,269.69,0.0,0.0,0.0,0.0,3.23,269.69,2024,oct
2283,Indian Bank Apps,3.11,513.43,0.0,0.0,0.0,0.0,3.11,513.43,2024,oct
2284,Federal Bank Apps,2.96,542.57,0.0,0.0,0.0,0.0,2.96,542.57,2024,oct
2285,Pop Club #,2.93,209.84,0.0,0.0,0.0,0.0,2.93,209.84,2024,oct
2286,RBL Bank Apps,2.85,718.17,0.0,0.01,0.03,4.97,2.88,723.15,2024,oct
2287,Deutsche Bank Apps,2.58,395.26,0.0,0.0,0.0,0.06,2.58,395.32,2024,oct
2288,Timepay #,2.15,18.6,0.0,0.0,0.0,0.0,2.15,18.6,2024,oct
2289,Omni Card,1.49,96.52,0.0,0.0,0.0,0.0,1.49,96.52,2024,oct
2290,Bank of Baroda Apps,1.16,499.63,0.0,0.0,0.0,0.0,1.16,499.63,2024,oct
2291,Central Bank of India Apps,1.11,219.02,0.0,0.0,0.0,0.0,1.11,219.02,2024,oct
2292,Aditya Birla Capital Digital,0.97,37.97,0.0,0.0,0.0,0.0,0.97,37.97,2024,oct
2293,Jammu and Kashmir Bank Apps,0.83,144.0,0.0,0.0,0.0,0.0,0.83,144.0,2024,oct
2294,Union Bank Apps,0.8,282.02,0.0,0.0,0.0,0.0,0.8,282.02,2024,oct
2295,HSBC Bank Apps,0.68,179.22,0.0,0.12,0.0,0.01,0.68,179.35,2024,oct
2296,South Indian Bank Apps,0.61,179.8,0.0,0.0,0.0,0.0,0.61,179.8,2024,oct
2297,DBS Digibank Apps,0.61,213.96,0.0,0.0,0.0,0.86,0.61,214.82,2024,oct
2298,Fino Payments Bank Apps,0.58,70.11,0.0,0.0,0.0,0.0,0.58,70.11,2024,oct
2299,AU Small Finance Bank Apps,0.49,146.98,0.0,0.0,0.0,0.0,0.49,146.98,2024,oct
2300,Shri Ram One #,0.47,47.25,0.0,0.0,0.0,0.0,0.47,47.25,2024,oct
2301,Digikhata,0.46,166.18,0.0,0.0,0.0,0.0,0.46,166.18,2024,oct
2302,Kiwi #,0.41,66.74,0.0,0.0,0.0,0.0,0.41,66.74,2024,oct
2303,IndusInd Bank Apps,0.36,91.48,0.0,0.0,0.01,1.81,0.36,93.29,2024,oct
2304,UCO Bank Apps,0.31,77.02,0.0,0.0,0.0,0.0,0.31,77.02,2024,oct
2305,Tata Neu #,0.31,74.8,0.0,0.0,0.0,0.0,0.31,74.8,2024,oct
2306,One Card #,0.29,261.08,0.0,0.0,0.0,0.0,0.29,261.08,2024,oct
2307,Suryoday Bank Apps,0.26,0.05,0.0,0.0,0.0,0.0,0.26,0.05,2024,oct
2308,Bank of India Apps,0.2,45.85,0.0,0.0,0.0,0.0,0.2,45.85,2024,oct
2309,Indian Overseas Bank Apps,0.2,56.07,0.0,0.0,0.0,0.0,0.2,56.07,2024,oct
2310,Standard Chartered Bank Apps,0.2,131.76,0.0,0.0,0.0,0.07,0.2,131.83,2024,oct
2311,Karnataka Bank Apps,0.16,34.88,0.0,0.0,0.0,0.0,0.16,34.88,2024,oct
2312,Dhani,0.13,14.62,0.0,0.0,0.0,0.0,0.13,14.62,2024,oct
2313,True Balance,0.13,16.51,0.0,0.0,0.0,0.0,0.13,16.51,2024,oct
2314,Niyo Global #,0.1,55.57,0.0,0.0,0.0,0.0,0.1,55.57,2024,oct
2315,NSDL Payments Bank Apps,0.09,12.1,0.0,0.0,0.0,0.0,0.09,12.1,2024,oct
2316,Ultracash #,0.09,5.94,0.0,0.0,0.0,0.0,0.09,5.94,2024,oct
2317,Rapipay,0.08,11.38,0.0,0.0,0.0,0.0,0.08,11.38,2024,oct
2318,City Union Bank Apps,0.08,29.97,0.0,0.0,0.0,0.0,0.08,29.97,2024,oct
2319,IDBI Bank Apps,0.08,29.72,0.0,0.0,0.0,0.0,0.08,29.72,2024,oct
2320,Tamilnad Mercantile Bank Apps,0.07,24.55,0.0,0.0,0.0,0.0,0.07,24.55,2024,oct
2321,Salary Se #,0.07,3.95,0.0,0.0,0.0,0.0,0.07,3.95,2024,oct
2322,ESAF Small Finance Bank Apps,0.06,8.57,0.0,0.0,0.0,0.0,0.06,8.57,2024,oct
2323,Bharat Pe #,0.05,7.27,0.0,0.0,0.0,0.0,0.05,7.27,2024,oct
2324,Freo #,0.05,2.7,0.0,0.0,0.0,0.0,0.05,2.7,2024,oct
2325,Karur Vysya Bank Apps,0.05,18.4,0.0,0.0,0.0,0.0,0.05,18.4,2024,oct
2326,Equitas Small Finance Bank Apps,0.04,29.7,0.0,0.0,0.0,0.0,0.04,29.7,2024,oct
2327,Punjab Sind Bank Apps,0.03,16.46,0.0,0.0,0.0,0.0,0.03,16.46,2024,oct
2328,Cheq,0.02,1.62,0.0,0.0,0.0,0.0,0.02,1.62,2024,oct
2329,Others,1.63,219.31,0.0,0.0,0.13,5.53,1.76,224.84,2024,oct
2330,PhonePe #,7401.93,1088635.03,0.0,0.0,0.0,0.0,7401.93,1088635.03,2024,nov
2331,Google Pay #,5739.12,764639.66,0.0,0.0,0.0,0.0,5739.12,764639.66,2024,nov
2332,Paytm (OCL) #,1075.09,118004.06,0.0,0.0,0.0,0.0,1075.09,118004.06,2024,nov
2333,Navi #,152.95,8806.45,0.0,0.0,0.0,0.0,152.95,8806.45,2024,nov
2334,Cred #,138.24,50560.48,0.0,0.0,0.0,0.0,138.24,50560.48,2024,nov
2335,Axis Bank Apps,22.2,4151.71,108.14,2184.35,0.01,1.78,130.36,6337.84,2024,nov
2336,super.money #,78.49,3130.1,0.0,0.0,0.0,0.0,78.49,3130.1,2024,nov
2337,Amazon Pay #,71.6,7914.87,0.0,0.0,0.0,0.0,71.6,7914.87,2024,nov
2338,FamApp by Trio #,67.41,777.46,0.0,0.0,0.0,0.0,67.41,777.46,2024,nov
2339,ICICI Bank Apps,51.13,18538.92,0.01,8.18,2.57,2951.05,53.71,21498.14,2024,nov
2340,Whatsapp #,51.76,3890.1,0.0,0.0,0.0,0.0,51.76,3890.1,2024,nov
2341,Kotak Mahindra Bank Apps,47.35,6583.09,0.0,0.0,0.0,0.0,47.35,6583.09,2024,nov
2342,HDFC Bank Apps,36.67,10416.41,0.16,0.34,0.01,0.52,36.84,10417.27,2024,nov
2343,Yes Bank Apps,35.35,9201.05,0.0,0.03,0.33,14.02,35.69,9215.09,2024,nov
2344,BHIM #,27.05,8210.65,0.0,0.0,0.0,0.0,27.05,8210.65,2024,nov
2345,Airtel Payments Bank Apps,18.6,1389.67,0.0,0.0,0.0,0.05,18.6,1389.73,2024,nov
2346,Mobikwik #,16.63,2942.38,0.0,0.0,0.0,0.0,16.63,2942.38,2024,nov
2347,Flipkart UPI #,13.25,636.91,0.0,0.0,0.0,0.0,13.25,636.91,2024,nov
2348,Groww #,13.22,8479.87,0.0,0.0,0.0,0.0,13.22,8479.87,2024,nov
2349,Slice #,11.54,845.13,0.0,0.0,0.0,0.0,11.54,845.13,2024,nov
2350,State Bank of India Apps,10.46,3035.13,0.0,0.0,0.0,0.0,10.46,3035.13,2024,nov
2351,India Post Payments Bank Apps,8.91,1131.95,0.0,0.0,0.0,0.0,8.91,1131.95,2024,nov
2352,IDFC Bank Apps,8.59,1931.32,0.0,0.0,0.01,1.0,8.6,1932.32,2024,nov
2353,Bajaj Finserv #,8.1,1584.15,0.0,0.0,0.0,0.0,8.1,1584.15,2024,nov
2354,Samsung Pay #,7.9,578.99,0.0,0.0,0.0,0.0,7.9,578.99,2024,nov
2355,Jupiter Money #,6.02,825.36,0.0,0.0,0.0,0.0,6.02,825.36,2024,nov
2356,RBL Bank Apps,4.99,908.57,0.0,0.0,0.04,5.71,5.03,914.28,2024,nov
2357,Pop Club #,4.0,267.15,0.0,0.0,0.0,0.0,4.0,267.15,2024,nov
2358,Federal Bank Apps,3.36,578.23,0.0,0.0,0.0,0.0,3.36,578.23,2024,nov
2359,Punjab National Bank Apps,3.31,753.1,0.0,0.0,0.0,0.0,3.31,753.1,2024,nov
2360,Jio Payments Bank Apps,3.18,263.81,0.0,0.0,0.0,0.0,3.18,263.81,2024,nov
2361,Fi Money #,3.07,373.29,0.0,0.0,0.0,0.0,3.07,373.29,2024,nov
2362,Canara Bank Apps,3.01,802.16,0.0,0.0,0.0,0.0,3.01,802.16,2024,nov
2363,Deutsche Bank Apps,2.68,400.97,0.0,0.0,0.0,0.07,2.68,401.03,2024,nov
2364,Indian Bank Apps,2.19,410.19,0.0,0.0,0.0,0.0,2.19,410.19,2024,nov
2365,Timepay #,1.72,19.88,0.0,0.0,0.0,0.0,1.72,19.88,2024,nov
2366,Omni Card,1.35,100.86,0.0,0.0,0.0,0.0,1.35,100.86,2024,nov
2367,Central Bank of India Apps,1.06,197.17,0.0,0.0,0.0,0.0,1.06,197.17,2024,nov
2368,Bank of Baroda Apps,1.01,389.1,0.0,0.0,0.0,0.0,1.01,389.1,2024,nov
2369,Jammu and Kashmir Bank Apps,0.79,135.44,0.0,0.0,0.0,0.0,0.79,135.44,2024,nov
2370,Union Bank Apps,0.73,238.56,0.0,0.0,0.0,0.0,0.73,238.56,2024,nov
2371,Kiwi #,0.69,106.42,0.0,0.0,0.0,0.0,0.69,106.42,2024,nov
2372,HSBC Bank Apps,0.68,176.26,0.0,0.1,0.0,0.09,0.68,176.45,2024,nov
2373,Aditya Birla Capital Digital,0.66,30.09,0.0,0.0,0.0,0.0,0.66,30.09,2024,nov
2374,South Indian Bank Apps,0.59,167.92,0.0,0.0,0.0,0.0,0.59,167.92,2024,nov
2375,DBS Digibank Apps,0.57,190.59,0.0,0.0,0.0,1.14,0.57,191.73,2024,nov
2376,Fino Payments Bank Apps,0.51,64.81,0.0,0.0,0.0,0.0,0.51,64.81,2024,nov
2377,Digikhata,0.46,156.43,0.0,0.0,0.0,0.0,0.46,156.43,2024,nov
2378,AU Small Finance Bank Apps,0.45,134.47,0.0,0.0,0.0,0.0,0.45,134.47,2024,nov
2379,Shri Ram One #,0.38,39.72,0.0,0.0,0.0,0.0,0.38,39.72,2024,nov
2380,IndusInd Bank Apps,0.35,90.83,0.0,0.0,0.01,1.49,0.36,92.32,2024,nov
2381,One Card #,0.36,356.22,0.0,0.0,0.0,0.0,0.36,356.22,2024,nov
2382,Tata Neu #,0.3,78.83,0.0,0.0,0.0,0.0,0.3,78.83,2024,nov
2383,True Balance,0.29,33.18,0.0,0.0,0.0,0.0,0.29,33.18,2024,nov
2384,UCO Bank Apps,0.28,66.32,0.0,0.0,0.0,0.0,0.28,66.32,2024,nov
2385,Bank of India Apps,0.2,55.8,0.0,0.0,0.0,0.0,0.2,55.8,2024,nov
2386,Standard Chartered Bank Apps,0.18,114.58,0.0,0.0,0.0,0.0,0.18,114.58,2024,nov
2387,Indian Overseas Bank Apps,0.18,49.21,0.0,0.0,0.0,0.0,0.18,49.21,2024,nov
2388,Karnataka Bank Apps,0.18,38.31,0.0,0.0,0.0,0.0,0.18,38.31,2024,nov
2389,Dhani,0.13,13.25,0.0,0.0,0.0,0.0,0.13,13.25,2024,nov
2390,ESAF Small Finance Bank Apps,0.12,14.69,0.0,0.0,0.0,0.0,0.12,14.69,2024,nov
2391,Niyo Global #,0.09,52.41,0.0,0.0,0.0,0.0,0.09,52.41,2024,nov
2392,Rapipay,0.09,11.7,0.0,0.0,0.0,0.0,0.09,11.7,2024,nov
2393,Suryoday Bank Apps,0.08,0.22,0.0,0.0,0.0,0.01,0.08,0.23,2024,nov
2394,IDBI Bank Apps,0.08,30.01,0.0,0.0,0.0,0.0,0.08,30.01,2024,nov
2395,Ultracash #,0.08,5.71,0.0,0.0,0.0,0.0,0.08,5.71,2024,nov
2396,NSDL Payments Bank Apps,0.08,9.73,0.0,0.0,0.0,0.0,0.08,9.73,2024,nov
2397,City Union Bank Apps,0.07,26.24,0.0,0.0,0.0,0.0,0.07,26.24,2024,nov
2398,Bharat Pe #,0.07,8.29,0.0,0.0,0.0,0.0,0.07,8.29,2024,nov
2399,Tamilnad Mercantile Bank Apps,0.07,23.33,0.0,0.0,0.0,0.0,0.07,23.33,2024,nov
2400,Salary Se #,0.07,3.75,0.0,0.0,0.0,0.0,0.07,3.75,2024,nov
2401,Genwise #,0.06,22.84,0.0,0.0,0.0,0.0,0.06,22.84,2024,nov
2402,Karur Vysya Bank Apps,0.05,17.82,0.0,0.0,0.0,0.0,0.05,17.82,2024,nov
2403,Equitas Small Finance Bank Apps,0.03,25.69,0.0,0.0,0.0,0.0,0.03,25.69,2024,nov
2404,Freo #,0.03,1.8,0.0,0.0,0.0,0.0,0.03,1.8,2024,nov
2405,Cheq,0.03,1.84,0.0,0.0,0.0,0.0,0.03,1.84,2024,nov
2406,Money View #,0.02,2.77,0.0,0.0,0.0,0.0,0.02,2.77,2024,nov
2407,Punjab Sind Bank Apps,0.02,10.76,0.0,0.0,0.0,0.0,0.02,10.76,2024,nov
2408,Spice Money,0.02,2.73,0.0,0.0,0.0,0.0,0.02,2.73,2024,nov
2409,Kredit.Pe #,0.02,2.67,0.0,0.0,0.0,0.0,0.02,2.67,2024,nov
2410,Others,1.52,219.56,0.0,0.0,0.13,5.62,1.65,225.18,2024,nov
2411,PhonePe #,7984.05,1176300.32,0.0,0.0,0.0,0.0,7984.05,1176300.32,2024,dec
2412,Google Pay #,6140.47,822598.36,0.0,0.0,0.0,0.0,6140.47,822598.36,2024,dec
2413,Paytm #,1150.96,125739.66,0.0,0.0,0.0,0.0,1150.96,125739.66,2024,dec
2414,Navi #,202.53,11317.09,0.0,0.0,0.0,0.0,202.53,11317.09,2024,dec
2415,Cred #,143.07,50979.94,0.0,0.0,0.0,0.0,143.07,50979.94,2024,dec
2416,Axis Bank Apps,21.96,4515.13,106.39,1642.74,0.01,2.02,128.36,6159.9,2024,dec
2417,super.money #,101.81,3866.39,0.0,0.0,0.0,0.0,101.81,3866.39,2024,dec
2418,Amazon Pay #,91.94,9330.97,0.0,0.0,0.0,0.0,91.94,9330.97,2024,dec
2419,FamApp by Trio #,75.74,870.68,0.0,0.0,0.0,0.0,75.74,870.68,2024,dec
2420,ICICI Bank Apps,59.52,19670.88,0.01,10.54,2.33,2223.13,61.86,21904.55,2024,dec
2421,Whatsapp #,57.85,4348.19,0.0,0.0,0.0,0.0,57.85,4348.19,2024,dec
2422,Kotak Mahindra Bank Apps,52.06,7286.24,0.0,0.0,0.0,0.0,52.06,7286.24,2024,dec
2423,HDFC Bank Apps,41.47,12525.39,0.36,0.4,0.01,0.79,41.84,12526.57,2024,dec
2424,Yes Bank Apps,40.63,9201.8,0.0,0.0,0.35,15.16,40.98,9216.96,2024,dec
2425,BHIM #,30.22,9170.75,0.0,0.0,0.0,0.0,30.22,9170.75,2024,dec
2426,Airtel Payments Bank Apps,20.29,1497.28,0.0,0.01,0.0,0.04,20.29,1497.32,2024,dec
2427,Mobikwik #,20.26,3478.58,0.0,0.0,0.0,0.0,20.26,3478.58,2024,dec
2428,Groww #,13.78,9341.27,0.0,0.0,0.0,0.0,13.78,9341.27,2024,dec
2429,Flipkart UPI #,12.75,606.35,0.0,0.0,0.0,0.0,12.75,606.35,2024,dec
2430,Slice #,12.06,882.04,0.0,0.0,0.0,0.0,12.06,882.04,2024,dec
2431,State Bank of India Apps,12.05,3411.38,0.0,0.0,0.0,0.0,12.05,3411.38,2024,dec
2432,India Post Payments Bank Apps,10.76,1337.1,0.0,0.0,0.0,0.0,10.76,1337.1,2024,dec
2433,IDFC Bank Apps,9.27,2103.11,0.0,0.0,0.01,0.48,9.27,2103.6,2024,dec
2434,Samsung Pay #,8.59,614.74,0.0,0.0,0.0,0.0,8.59,614.74,2024,dec
2435,Bajaj Finserv #,8.55,1652.53,0.0,0.0,0.0,0.0,8.55,1652.53,2024,dec
2436,RBL Bank Apps,8.29,1504.8,0.0,0.0,0.08,6.63,8.37,1511.43,2024,dec
2437,Jupiter Money #,6.41,910.03,0.0,0.0,0.0,0.0,6.41,910.03,2024,dec
2438,Pop Club #,6.2,391.63,0.0,0.0,0.0,0.0,6.2,391.63,2024,dec
2439,Federal Bank Apps,3.94,673.09,0.0,0.0,0.0,0.0,3.94,673.09,2024,dec
2440,Jio Payments Bank Apps,3.46,287.81,0.0,0.0,0.0,0.0,3.46,287.81,2024,dec
2441,Deutsche Bank Apps,3.37,296.77,0.0,0.0,0.0,0.1,3.37,296.88,2024,dec
2442,Punjab National Bank Apps,3.32,792.81,0.0,0.0,0.0,0.0,3.32,792.81,2024,dec
2443,Fi Money #,3.32,412.1,0.0,0.0,0.0,0.0,3.32,412.1,2024,dec
2444,Canara Bank Apps,3.2,848.14,0.0,0.0,0.0,0.0,3.2,848.14,2024,dec
2445,Indian Bank Apps,2.21,435.17,0.0,0.0,0.0,0.0,2.21,435.17,2024,dec
2446,Omni Card,1.45,85.46,0.0,0.0,0.0,0.0,1.45,85.46,2024,dec
2447,Central Bank of India Apps,1.25,221.54,0.0,0.0,0.0,0.0,1.25,221.54,2024,dec
2448,Jammu and Kashmir Bank Apps,1.13,169.43,0.0,0.0,0.0,0.0,1.13,169.43,2024,dec
2449,Bank of Baroda Apps,1.12,431.5,0.0,0.0,0.0,0.0,1.12,431.5,2024,dec
2450,DBS Digibank Apps,1.06,218.5,0.0,0.0,0.01,1.15,1.07,219.66,2024,dec
2451,Timepay #,1.01,13.49,0.0,0.0,0.0,0.0,1.01,13.49,2024,dec
2452,Suryoday Bank Apps,0.88,85.71,0.0,0.0,0.02,0.62,0.9,86.33,2024,dec
2453,Aditya Birla Capital Digital #,0.83,37.24,0.0,0.0,0.0,0.0,0.83,37.24,2024,dec
2454,Kiwi #,0.81,134.02,0.0,0.0,0.0,0.0,0.81,134.02,2024,dec
2455,Union Bank Apps,0.76,255.63,0.0,0.0,0.0,0.0,0.76,255.63,2024,dec
2456,HSBC Bank Apps,0.73,194.81,0.0,0.08,0.0,0.12,0.74,195.01,2024,dec
2457,South Indian Bank Apps,0.63,181.57,0.0,0.0,0.0,0.0,0.63,181.57,2024,dec
2458,Shri Ram One #,0.61,57.11,0.0,0.0,0.0,0.0,0.61,57.11,2024,dec
2459,Digikhata,0.56,170.77,0.0,0.0,0.0,0.0,0.56,170.77,2024,dec
2460,Fino Payments Bank Apps,0.55,72.04,0.0,0.0,0.0,0.0,0.55,72.04,2024,dec
2461,One Card #,0.5,549.1,0.0,0.0,0.0,0.0,0.5,549.1,2024,dec
2462,AU Small Finance Bank Apps,0.49,151.24,0.0,0.0,0.0,0.0,0.49,151.24,2024,dec
2463,True Balance,0.41,21.49,0.0,0.0,0.0,0.0,0.41,21.49,2024,dec
2464,IndusInd Bank Apps,0.34,85.71,0.0,0.0,0.0,1.34,0.34,87.05,2024,dec
2465,UCO Bank Apps,0.32,76.33,0.0,0.0,0.0,0.0,0.32,76.33,2024,dec
2466,Tata Neu #,0.3,81.2,0.0,0.0,0.0,0.0,0.3,81.2,2024,dec
2467,Indian Overseas Bank Apps,0.23,59.7,0.0,0.0,0.0,0.0,0.23,59.7,2024,dec
2468,Bank of India Apps,0.22,68.38,0.0,0.0,0.0,0.0,0.22,68.38,2024,dec
2469,Karnataka Bank Apps,0.22,47.38,0.0,0.0,0.0,0.0,0.22,47.38,2024,dec
2470,Standard Chartered Bank Apps,0.2,123.15,0.0,0.0,0.0,0.04,0.2,123.19,2024,dec
2471,ESAF Small Finance Bank Apps,0.19,20.5,0.0,0.0,0.0,0.0,0.19,20.5,2024,dec
2472,Dhani,0.14,12.18,0.0,0.0,0.0,0.0,0.14,12.18,2024,dec
2473,Bharat Pe #,0.11,13.25,0.0,0.0,0.0,0.0,0.11,13.25,2024,dec
2474,Rapipay,0.1,12.52,0.0,0.0,0.0,0.0,0.1,12.52,2024,dec
2475,Niyo Global #,0.1,56.0,0.0,0.0,0.0,0.0,0.1,56.0,2024,dec
2476,IDBI Bank Apps,0.1,35.31,0.0,0.0,0.0,0.0,0.1,35.31,2024,dec
2477,Salary Se #,0.1,4.8,0.0,0.0,0.0,0.0,0.1,4.8,2024,dec
2478,Ultracash #,0.09,6.16,0.0,0.0,0.0,0.0,0.09,6.16,2024,dec
2479,Ind Money #,0.08,28.5,0.0,0.0,0.0,0.0,0.08,28.5,2024,dec
2480,City Union Bank Apps,0.08,28.56,0.0,0.0,0.0,0.0,0.08,28.56,2024,dec
2481,Tamilnad Mercantile Bank Apps,0.08,25.95,0.0,0.0,0.0,0.0,0.08,25.95,2024,dec
2482,Karur Vysya Bank Apps,0.07,24.98,0.0,0.0,0.0,0.0,0.07,24.98,2024,dec
2483,NSDL Payments Bank Apps,0.07,8.36,0.0,0.0,0.0,0.0,0.07,8.36,2024,dec
2484,Spice Money,0.06,5.97,0.0,0.0,0.0,0.0,0.06,5.97,2024,dec
2485,Money View #,0.06,4.42,0.0,0.0,0.0,0.0,0.06,4.42,2024,dec
2486,Kredit.Pe #,0.05,6.27,0.0,0.0,0.0,0.0,0.05,6.27,2024,dec
2487,Equitas Small Finance Bank Apps,0.04,28.67,0.0,0.0,0.0,0.0,0.04,28.67,2024,dec
2488,Bank of Maharashtra Apps,0.04,12.79,0.0,0.0,0.0,0.0,0.04,12.79,2024,dec
2489,Genwise #,0.03,31.68,0.0,0.0,0.0,0.0,0.03,31.68,2024,dec
2490,Cheq,0.03,2.43,0.0,0.0,0.0,0.0,0.03,2.43,2024,dec
2491,Freo #,0.02,1.72,0.0,0.0,0.0,0.0,0.02,1.72,2024,dec
2492,Punjab Sind Bank Apps,0.02,7.78,0.0,0.0,0.0,0.0,0.02,7.78,2024,dec
2493,Others,3.23,483.55,0.0,0.0,0.15,6.71,3.39,490.26,2024,dec
